name,singer,lyric
"Nỗi Nhớ Mùa Đông, Cửa Sổ Mùa Đông","Thu Phương, Bằng Kiều",Làm sao về được mùa đông. Dòng sông đôi bờ cát trắng. Làm sao về được mùa đông. Để nghe chuông chiều xa vắng. Thôi đành ru lòng mình vậy. Vờ như mùa đông đã về. Dường như ai đi ngang cửa. Gió mùa đông bắc se lòng. Chút lá thu vàng đã rụng. Chiều nay cũng bỏ ta đi. Nằm nghe xôn xao tiếng đời. Mà ngỡ ai đó nói cười. Bỗng nhớ cánh buồm xưa ấy. Giờ đây cũng bỏ ta đi. Làm sao về được mùa đông. Dòng sông đôi bờ cát trắng. Làm sao về được mùa đông. Để nghe chuông chiều xa vắng. Thôi đành ru lòng mình vậy. Vờ như mùa đông đã về. Làm sao về được mùa đông. Dòng sông đôi bờ cát trắng. Làm sao về được mùa đông. Mùa thu cây cầu đã gãy. Thôi đành ru lòng mình vậy. Vờ như mùa đông đã về. Thôi đành ru lòng mình vậy. Vờ như mùa đông mùa đông đã về. Mùa đông này gió bấc. Mùa đông này khói thuốc. Trắng ô cửa sổ mùa đông mưa. Một đời tôi làm thơ. Một đời tôi mộng mơ. Để rồi đến bây giờ bây giờ. Tìm em làn gió bấc. Tìm em làn khói thuốc. Những ô cửa sổ mùa đông mưa. Làm sao không là thơ. Làm sao không là mơ. Để rồi mãi xa vời mà thôi. Nghe bâng khuâng. Mùa đông mùa đông. Ô cửa sổ xa vắng. Trong cơn mơ mùa đông mùa đông. Em là câu hát buồn. Mưa bay đi và câu tình ca. Mãi chỉ buồn như thế. Tan cơn mơ và em thật xa. Không làm sao giữ lại. Nghe bâng khuâng. Mùa đông mùa đông. Ô cửa sổ xa vắng. Nao nao trong mùa đông mùa đông. Những kỷ niệm thoáng buồn. Mưa bay đi và câu tình ca. Mãi chỉ buồn như thế. Em hay chăng tình yêu của tôi. Mãi ở lại suốt đời
Mùa Đông Khóc,Quách Thành Danh,"Mùa đông đến gió nhẹ. Bay anh ở đây một mình. Bao đêm đông vắng. Em anh buồn âm thầm. Giọt nước mắt anh nhẹ. Lăn em nào đâu hay rằng. Khi yêu em anh đã. Không còn là anh.. Lời em nói yêu mình anh,. Anh còn mang trong lòng. Anh không tin có. Khi em lại vô tình. Nào biết trước em sẽ đi,. Em gạt bao kỷ niệm. Dù anh đang yêu em. Hơn bản thân của anh.. Chợt em nói thôi ta chia tay,. Ta không hợp nhau phải dừng lại. Rồi em đi cho dù anh. Cố giữ chặt tay. Từng câu nói anh nghe. Bên tai vẫn không. Thể tin sự thật này. Từng ngày anh cứ ôm. Nỗi buồn thật đầy.. Mùa đông đến đôi mi anh cay. Khi không còn em như ngày nào. Buồn mênh mông nên. Mùa đông khóc cùng anh. Tại sao cứ yêu em,. Thương em dẫu em. Hôm nay phũ phàng. Bỏ mặc anh với cô đơn. Từng ngày buồn.. Sao em quên mau đi. Tình yêu mà ta từng đã có. Sao em vô tâm,. Sao em quá vô tình. Anh luôn yêu em, yêu hơn. Những gì mà anh từng đã có. Sao em buông tay anh. Khi anh luôn cần em.. Lời em nói yêu mình anh,. Anh còn mang trong lòng. Anh không tin có. Khi em lại vô tình. Nào biết trước em sẽ đi,. Em gạt bao kỷ niệm. Dù anh đang yêu em. Hơn bản thân của anh.. Chợt em nói thôi ta chia tay,. Ta không hợp nhau phải dừng lại. Rồi em đi cho dù anh. Cố giữ chặt tay. Từng câu nói anh nghe. Bên tai vẫn không. Thể tin sự thật này. Từng ngày anh cứ ôm. Nỗi buồn thật đầy.. Mùa đông đến đôi mi anh cay. Khi không còn em như ngày nào. Buồn mênh mông nên. Mùa đông khóc cùng anh. Tại sao cứ yêu em,. Thương em dẫu em. Hôm nay phũ phàng. Bỏ mặc anh với cô đơn. Từng ngày buồn.. Chợt em nói thôi ta chia tay,. Ta không hợp nhau phải dừng lại. Rồi em đi cho dù anh. Cố giữ chặt tay. Từng câu nói anh nghe. Bên tai vẫn không. Thể tin sự thật này. Từng ngày anh cứ ôm. Nỗi buồn thật đầy.. Mùa đông đến đôi mi anh cay. Khi không còn em như ngày nào. Buồn mênh mông nên. Mùa đông khóc cùng anh. Tại sao cứ yêu em,. Thương em dẫu em. Hôm nay phũ phàng. Bỏ mặc anh với cô đơn. Từng ngày buồn.. Sao em quên mau đi. Tình yêu mà ta từng đã có. Sao em vô tâm,. Sao em quá vô tình. Anh luôn yêu em, yêu hơn. Những gì mà anh từng đã có. Sao em buông tay anh. Khi anh luôn cần em."
Nỗi Nhớ Mùa Đông,Lệ Quyên,..::: Nỗi Nhớ Mùa Đông :::... Lệ Quyên. Dường như ai đi ngang cửa.. Gió mùa đông bắc se lạnh.. Chút lá thu vàng đã rụng.. Chiều nay cũng bỏ ta đi.. Nằm nghe xôn xao tiếng đời.. Mà ngỡ ai đó nói cười.. Bỗng nhớ cánh buồm xưa ấy.. Giờ đây cũng bỏ ta đi.. Làm sao về được mùa đông.. Dòng sông đôi bờ cát trắng.. Làm sao về được mùa đông.. Để nghe chuông chiều xa vắng.. Thôi đành ru lòng mình vậy.. Vờ như mùa đông đã về.. Dường như ai đi ngang cửa.. Gió mùa đông bắc se lạnh.. Chút lá thu vàng đã rụng.. Chiều nay cũng bỏ ta đi.. Nằm nghe xôn xao tiếng đời.. Mà ngỡ ai đó nói cười.. Bỗng nhớ cánh buồm xưa ấy.. Giờ đây cũng bỏ ta đi.. Làm sao về được mùa đông.. Dòng sông đôi bờ cát trắng.. Làm sao về được mùa đông.. Để nghe chuông chiều xa vắng.. Thôi đành ru lòng mình vậy.. Vờ như mùa đông đã về.. Làm sao về được mùa đông.. Dòng sông đôi bờ cát trắng.. Làm sao về được mùa đông.. Mùa thu cây cầu đã gãy.. Thôi đành ru lòng mình vậy.. Vờ như mùa đông đã về.. Thôi đành ru lòng mình vậy.. Vờ như..... mùa đông.... đã về.
Hương Vị Mùa Đông,Kai Đinh,"Trời lạnh căm, rét run. Em lạnh lắm không. Anh nói rồi ôm em. Hương vị của mùa đông. Chiều ra phố, áo len. Khăn choàng quanh mình. Mùi cà phê thơm nức. Đèn xung quanh lung linh. Ngày mình mới gần nhau. Những chiếc hôn còn luôn rất sâu. Ai biết được, thế giới này. Tàn nhẫn như vậy. Đôi khi mình lại. Không hay biết là mình đang yêu. Cho đến khi lòng mình lên tiếng. Mới hay đã yêu quá nhiều. Có những chiều đạp xe ngược gió. Bão tố kia giăng kín lòng. Nhớ về những hương vị mùa đông. Trời về đêm, gió nhiều. Em ngồi sát bên. Quán ăn nghi ngút khói. Đôi má em dần hồng lên. Mùi bánh mới ra. Mùi sữa, có thế thôi. Mùi một sáng tinh tươm. À hạnh phúc đây rồi. Mùi những giấc mơ. Của những đứa trẻ thơ. Ai biết được, thế giới này. Rồi tàn nhẫn như vậy. Đôi khi mình lại. Không hay biết là mình đang yêu. Cho đến khi lòng mình lên tiếng. Mới hay đã yêu quá nhiều. Có những chiều đạp xe ngược gió. Bão tố kia giăng kín lòng. Nhớ về những hương vị mùa đông. Những hương vị mùa đông năm ấy. Có thể nào quên sao. Cuối cùng rồi tình yêu đi mất. Cũng không ai biết giữ cách nào. Chúng ta đều là những đứa bé. Cứ thế khóc mỗi khi tổn thương. Dù biết chẳng có ai thay mình lớn lên. Nếu được, có thể nào đừng lớn lên"
Một Ngày Mùa Đông,Vũ Thảo My,Bài Hát: Một Ngày Mùa Đông. Ca Sĩ: Vũ Thảo My. Rồi một ngày. Trời không biếc xanh. Rồi một ngày. Hàng cây vắng tanh. Và cơn gió. Mang mùa đông tới. Cuốn bay theo đám lá. Vàng rơi. Bờ cỏ này. Giọt sương đã tan. Bậc thềm này. Còn in dấu chân. Mùa đông tới. Em chờ anh mãi. Lá hoa thu sang nay đã. Úa tàn. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Còn yêu mãi. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Em mãi yêu anh. Rồi một ngày. Trời không biếc xanh. Rồi một ngày. Hàng cây vắng tanh. Và cơn gió. Mang mùa đông tới. Cuốn bay theo đám lá. Vàng rơi. Bờ cỏ này. Giọt sương đã tan. Bậc thềm này. Còn in dấu chân. Mùa đông tới. Em chờ anh mãi. Lá hoa thu sang nay đã. Úa tàn. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Còn yêu mãi. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Em mãi yêu. Anh. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Còn yêu mãi. Giờ đây em biết. Em biết đã mất anh. Rồi đấy. Ngày mùa đông đến nghe. Vắng xa tiếng mưa phùn rơi. Lòng em đau đớn. Nhưng trái tim vẫn như. Thầm nói. Em mãi yêu. Anh
Nhớ Anh Mùa Đông,Hương Tràm,Bài Hát: Nhớ Anh Mùa Đông. Ca Sĩ: Hương Tràm. Từ trong mùa đông cánh chim. Màu hoàng hôn đang tan cuối trời. Một màu xanh nằm yên ở đâu rồi. Sao không tới cho mây chiều sáng hơn. Tìm anh mùa đông gió lạnh. Lòng nhìn qua xa xôi chân trời. Vừa hôm qua nằm nghe tiếng em ru. Anh đã nói yêu em thật nhiều. Và ngày đó. Đã biết anh sẽ xa rời em. Mà em vẫn. Thấy đôi chân như muốn ngã. Làm sao để đứng. Giữa muôn ngàn sương. Khi gió mưa đi trên con đường dài. Giờ thành con đường xưa cũ. Rồi một mai chợt thấy anh đứng. Nơi em chuyển mình rất mới. Em sẽ nói với riêng em một lời. Rằng hãy để trái tim kia. Ngủ yên trong sâu thẳm. Nụ cười thoáng trên môi. Trôi qua để chôn giấu. Mỗi mùa đông về đến. Em tìm lại chuyện xa xôi. Dù là chỉ trong tâm tư. Một mình nhớ anh. Là em đã thấy. Con tim ấm hơn rất nhiều. Từ trong mùa đông cánh chim. Màu hoàng hôn đang tan cuối trời. Một màu xanh nằm yên ở đâu rồi. Sao không tới cho mây chiều sáng hơn. Tìm anh mùa đông gió lạnh. Lòng nhìn qua xa xôi chân trời. Vừa hôm qua nằm nghe tiếng em ru. Anh đã nói yêu em thật nhiều. Và ngày đó. Đã biết anh sẽ xa rời em. Mà em vẫn. Thấy đôi chân như muốn ngã. Làm sao để đứng. Giữa muôn ngàn sương. Khi gió mưa đi trên con đường dài. Giờ thành con đường xưa cũ. Rồi một mai chợt thấy anh đứng. Nơi em chuyển mình rất mới. Em sẽ nói với riêng em một lời. Rằng hãy để trái tim kia. Ngủ yên trong sâu thẳm. Nụ cười thoáng trên môi. Trôi qua để chôn giấu. Mỗi mùa đông về đến. Em tìm lại chuyện xa xôi. Dù là chỉ trong tâm tư. Một mình nhớ anh. Là em đã thấy. Con tim ấm hơn rât nhiều. Mùi hương hoa sữa ngát bay. Dẫn lối em đi. Đi vào thật sâu. Tận nơi cuối cùng em đến. Nhớ thêm thật nhiều. Hàng cây khắp đường. Từng đàn chim rủ nhau rất xa. Xa mãi nơi nào về tới tận đâu. Gửi về anh một chút hương đó. Dù chỉ để anh biết tới. Mai chợt thấy anh đứng. Nơi em chuyển mình rất mới. Em sẽ nói với riêng em một lời. Rằng hãy để trái tim kia. Ngủ yên trong sâu thẳm. Nụ cười thoáng trên môi. Trôi qua để chôn giấu. Mỗi mùa đông về đến. Em tìm lại chuyện xa xôi. Dù là chỉ trong tâm tư. Một mình nhớ anh. Là em đã thấy. Con tim ấm hơn rât nhiều
Mãi Mãi Một Mùa Đông,Ưng Hoàng Phúc,ùa Đông. Ca sĩ: Ưng Hoàng Phúc. Biết em giờ đây. Chẳng còn yêu anh. Đắm say tình mới. Một mùa đông ấm. Giá băng về đây. Một mình anh thấu. Cố quên mà sao. Lòng còn yêu em. Biết anh còn yêu. Là còn đau thêm. Biết khi mùa đông. Về là anh sẽ. Nhớ em và bao. Kỉ niệm nơi đây. Khát khao nụ hôn. Ngọt ngào ta trao. Mùa đông đến. Từ ngày không em. Và xuân chẳng. Bao giờ trở lại. Anh đã biết anh sai. Dẫu cho lỗi lầm. Ngày nào em đã thứ tha. Cũng chẳng thể. Nào được như xưa. Vì em cũng. Không quay trở lại. Mùa đông sẽ mãi nơi đây. Sẽ mãi nơi đây. Giá băng. Giá băng con tim này. Biết em giờ đây. Chẳng còn yêu anh. Đắm say tình mới. Một mùa đông ấm. Giá băng về đây. Một mình anh thấu. Cố quên mà sao. Lòng còn yêu em. Biết anh còn yêu. Là còn đau thêm. Biết khi mùa đông. Về là anh sẽ. Nhớ em và bao. Kỉ niệm nơi đây. Khát khao nụ hôn. Ngọt ngào ta trao. Mùa đông đến. Từ ngày không em. Và xuân chẳng. Bao giờ trở lại. Anh đã biết anh sai. Dẫu cho lỗi lầm. Ngày nào em đã thứ tha. Cũng chẳng thể. Nào được như xưa. Vì em cũng. Không quay trở lại. Mùa đông sẽ mãi nơi đây. Sẽ mãi nơi đây. Giá băng. Giá băng con tim này. Mùa đông đến. Từ ngày không em. Và xuân chẳng. Bao giờ trở lại. Anh đã biết anh sai. Dẫu cho lỗi lầm. Ngày nào anh đã thứ tha. Cũng chẳng thể. Nào được như xưa. Vì em cũng. Không quay trở lại. Mùa đông sẽ mãi nơi đây. Sẽ mãi nơi đây. Giá băng. Giá băng con tim này
Phố Mùa Đông,Lê Hiếu,Phố sương mù. Phố chưa lên đèn. Núi quanh đồi. Như mùa trăng cũ. Từng dốc phố. Quấn quanh núi đồi. Vẫn đi tìm bóng trăng lẻ loi. Tháng mưa về. Tiếng mưa ru hời. Phố bên đồi. Đứng chờ em tới. Hồ xanh thẵm. Trong mưa buồn rơi. Tiếng em cười nói quanh đời tôi. Mai... Tôi đã rời xa núi đồi. Sẽ mang theo. Hương đêm ngày cũ. Lời tôi hát đồi núi chập chùng. Có đôi khi nhớ thiên đường xưa. Mai tôi sẽ rời xa kỷ niệm. Sẽ mang theo ánh trăng ngày thơ. Tình em có hằng vết son buồn. Khép đôi môi câu hát vô thường. Lối em về rẽ ngang phố chợ. Lũ thông già vẫn rì rào nhớ. Vì em đã mang theo ngày thơ. Ánh trăng về giữa đêm mộng mơ. Phố sương mù. Phố chưa lên đèn. Núi quanh đồi. Như mùa trăng cũ. Từng dốc phố. Quấn quanh núi đồi. Vẫn đi tìm bóng trăng lẻ loi. Tháng mưa về. Tiếng mưa ru hời. Phố bên đồi. Đứng chờ em tới. Hồ xanh thẵm. Trong mưa buồn rơi. Tiếng em cười nói quanh đời tôi. Mai... Tôi đã rời xa núi đồi. Sẽ mang theo. Hương đêm ngày cũ. Lời tôi hát đồi núi chập chùng. Có đôi khi nhớ thiên đường xưa. Mai tôi sẽ rời xa kỷ niệm. Sẽ mang theo ánh trăng ngày thơ. Tình em có hằng vết son buồn. Khép đôi môi câu hát vô thường. Lối em về rẽ ngang phố chợ. Lũ thông già vẫn rì rào nhớ. Vì em đã mang theo ngày thơ. Ánh trăng về giữa đêm mộng mơ. Ánh trăng về giữa đêm.... Mộng mơ
Mùa Đông Tàn Phai,Đan Trường,Tàn Phai. Ca sĩ: Đan Trường. Dòng sông cũ. Vẫn mãi êm trôi. Theo ngày tháng. Từng hàng cây rũ. Nghiêng nghiêng chìm trong. Bóng chiều xuống. Chiều trên bến cô liêu. Thầm mong nhớ. Tiếc thương ai hình bóng cũ. Giấc mơ âm thầm. Tan xuống vực sâu. Một mùa đông giá buốt. Chợt lạnh xám bờ môi. Ngoài trời mưa tuyết. Sao không ngừng rơi. để xót xa. Buồn lên gót phiêu du. Dài năm tháng. Cố xua tan hình bóng xưa. Mà sao không quên được em. Ngất ngây trong men rượu cay. Cô đơn anh mong em. đến bên anh. Giấc mơ bay mãi. Theo cánh chim rời xa. Đừng trách nhau chi. Cho thêm buồn đau. Khi cách xa. Hãy vui lên để khi thấy nhau. Không đớn đau. Sẽ không còn. Tình nồng ấm. Ngày tàn phai sẽ qua. Một mùa đông giá buốt. Chợt lạnh xám bờ môi. Ngoài trời mưa tuyết. Sao không ngừng rơi. để xót xa. Buồn lên gót phiêu du. Dài năm tháng. Cố xua tan hình bóng xưa. Mà sao không quên được em. Ngất ngây trong men rượu cay. Cô đơn anh mong em. đến bên anh. Giấc mơ bay mãi. Theo cánh chim rời xa. Đừng trách nhau chi. Cho thêm buồn đau. Khi cách xa. Hãy vui lên để khi thấy nhau. Không đớn đau. Sẽ không còn. Mình cất tiếng hát. Giữa bờ sông vắng. Giấc mơ bay mãi. Theo cánh chim rời xa. Đừng trách nhau chi. Cho thêm buồn đau. Khi cách xa. Hãy vui lên để khi thấy nhau. Không đớn đau. Sẽ không còn. Tình nồng ấm. Ngày tàn phai. Sẽ qua. Giấc mơ bay mãi. Theo cánh chim rời xa. Đừng trách nhau chi. Cho thêm buồn đau. Khi cách xa. Hãy vui lên để khi thấy nhau. Không đớn đau. Sẽ không còn. Mình cất tiếng hát. Giữa bờ sông vắng. Giấc mơ bay mãi. Theo cánh chim rời xa. Đừng trách nhau chi. Cho thêm buồn đau. Khi cách xa. Hãy vui lên để khi thấy nhau. Không đớn đau. Sẽ không còn. Tình nồng ấm. Ngày tàn phai. Sẽ qua
Mùa Đông Của Anh,"Minh Tuyết, Bằng Kiều",Ngày nào. Anh yêu em. Anh đã quen. Trong cay đắng. Tuyệt vời. Ngày nào. Em yêu anh. Em hẳn quên. Với trời hạnh phúc mới.. Em ơi. Đông lại về. Từ trăm năm lạnh giá. Tim em. Như ngừng thở. Từ sau ân tình đó. Nên anh yêu mùa Đông. Nên anh yêu mùa Đông. Ôi mùa Đông của anh. Em chỉ là người điên. Trong vườn hoa tình ái. Anh chỉ là người say. Bên đường em nhìn thấy. Anh đi đi. Người điên không biết nhớ. Và người say. Không biết buồn.. Những cuộc tình dương gian. Muôn đời không nghĩa lý. Nhưng người vẫn tìm nhau. Trong vòng tay tình ý. Như đôi ta. Niềm yêu xưa chỉ còn. Một vì sao anh lẻ loi.. Em chỉ là người điên. Trong vườn hoa tình ái. Anh chỉ là người say. Bên đường em nhìn thấy. Anh đi đi. Người điên không biết nhớ. Và người say. Không biết buồn.. Những cuộc tình dương gian. Muôn đời không nghĩa lý. Nhưng người vẫn tìm nhau. Trong vòng tay tình ý. Như đôi ta. Niềm yêu xưa chỉ còn. Một vì sao anh lẻ loi.. Trời lập đông chưa anh. Cho lũ dơi. Đi tìm giấc ngủ vùi. Từng mùa đông theo qua. Anh đã quen với. Đỉnh đời băng giá. Xưa hôn anh một lần. Rồi đau thương tràn lấp. Anh yêu em một ngày. Và xa em trọn kiếp. Nên anh yêu mùa Đông. Nên anh yêu mùa Đông. Ôi mùa Đông của anh. Em chỉ là người điên. Trong vườn hoa tình ái. Anh chỉ là người say. Bên đường em nhìn thấy. Anh đi đi. Người điên không biết nhớ. Và người say. Không biết buồn.. Những cuộc tình dương gian. Muôn đời không nghĩa lý. Nhưng người vẫn tìm nhau. Trong vòng tay tình ý. Như đôi ta. Niềm yêu xưa chỉ còn. Một vì sao anh lẻ loi.. Trời lập đông chưa anh. Cho lũ dơi. Đi tìm giấc ngủ vùi. Để mặc anh lang thang. Ôm giá băng. Ngỡ thầm người yêu tới.. Đêm chia ly em về. Đường khuya em bật khóc. Anh xa em thật rồi. Làm sao quên mùi tóc. Anh hỡi anh. Có phải tình băng giá. Là tình đẹp trên thế gian?. Em hỡi em. Có phải tình băng giá.... Là tình đẹp. Trên thế gian?...
Chờ Một Mùa Đông,Quang Vinh,"Thu đã qua, đông đã sang. Gió rét buồn lạnh câm từng đêm vắng. Như ngày xưa, anh vẫn nơi này. Chờ em về đây.. Anh vẫn đi, trên con đường xưa. Mới biết rằng đã không còn em nữa. Nhìn dòng người cứ lướt qua nhanh. Chỉ anh ngồi nơi đây.. Hãy nhìn về phía xa chân trời. Có ngôi sao nào đang rơi. Em đã đi cách hai phương trời. Mùa đông vẫn tới.. Khóc thật nhiều, nhớ thật nhiều. Cũng không thể nào quên em. Nhớ nụ cười, ánh mắt người. Tìm về một nơi...... Ta từng qua.. Thu đã qua, đông đã sang. Gió rét buồn lạnh câm từng đêm vắng. Như ngày xưa, anh vẫn nơi này. Chờ em về đây.. Anh vẫn đi, trên con đường xưa. Mới biết rằng đã không còn em nữa. Nhìn dòng người cứ lướt qua nhanh. Chỉ anh ngồi nơi đây.. Hãy nhìn về phía xa chân trời. Có ngôi sao nào đang rơi. Em đã đi cách hai phương trời. Mùa đông vẫn tới.. Khóc thật nhiều, nhớ thật nhiều. Cũng không thể nào quên em. Nhớ nụ cười, ánh mắt người. Tìm về một nơi...... Ta từng qua.. Hãy nhìn về phía xa chân trời. Có ngôi sao nào đang rơi. Em đã đi cách hai phương trời. Mùa đông vẫn tới.. Khóc thật nhiều, nhớ thật nhiều. Cũng không thể nào quên em. Nhớ nụ cười, ánh mắt người. Tìm về một nơi...... Ta từng qua."
Mình Xa Nhau Mùa Đông,Quang Hà,Giữa đêm anh nghe. Có cơn mưa rào. Cơn mưa xuyên đêm. Nhắc anh ngày nào. Đôi ta bên nhau. Cũng mưa thật nhiều. Cơn mưa nói thay bao lời yêu. Hoang mang con tim. Nhói đau trong lòng. Đêm nay xa em. Giữa mưa mùa đông. Trong anh băn khoăn. Vấn vương bao điều. Là vì sao ta xa nhau mùa đông. Tại vì sao ta xa nhau mùa đông. Mùa mà trái tim yêu thương rất cần. Cần bàn tay ấm xóa môi lạnh căm. Cần nụ hôn ấm xóa tan chờ mong. Tại vì sao ta xa nhau mùa đông. Mùa mà nhớ thương trong anh rất gần. Vậy mà tâm trí anh vẫn hỏi câu. Là vì sao ta xa nhau mùa đông. Hoang mang con tim. Nhói đau trong lòng. Đêm nay xa em. Giữa mưa mùa đông. Trong anh băn khoăn. Vấn vương bao điều. Là vì sao ta xa nhau mùa đông. Tại vì sao ta xa nhau mùa đông. Mùa mà trái tim yêu thương rất cần. Cần bàn tay ấm xóa môi lạnh căm. Cần nụ hôn ấm xóa tan chờ mong. Tại vì sao ta xa nhau mùa đông. Mùa mà nhớ thương trong anh rất gần. Vậy mà tâm trí anh vẫn hỏi câu. Là vì sao ta xa nhau mùa đông. Hôm nay anh đi qua ngõ nhà em. Thấy em trong tay đi với một người. Thẫn thờ anh cố vẫy tay chào em. Mà người chẳng cần biết anh là ai. Tại vì sao ta xa nhau mùa đông. Mùa mà trái tim yêu thương rất cần. Vậy mà tâm trí anh vẫn hỏi câu. Là vì sao ta xa nhau mùa đông. Và giờ đến lúc anh biết tại sao. Mà người ra đi không câu giã từ
Một Mùa Đông Hai Dòng Cảm Xúc,Hồ Quang Hiếu,Bài Hát: Một Mùa Đông Hai Cảm Xúc. Ca Sĩ: Hồ Quang Hiếu. Trong đêm hiu quạnh. Cơn gió thoáng qua. Mùa đông rét câm. Lạnh run đôi vai gầy. Phía xa mịt mờ. Màn đêm sao hắt hiu. Gợi nhớ những kí ức ngày qua. Cô đơn một mình. Riêng anh với anh. Lời yêu tiếng thương. Em đã mang đi xa rồi. Để anh một mình. Lạnh giá đôi vòng tay. Tìm đâu hơi ấm đã vụt bay. Người đã mang đi. Những giây phút ngọt ngào. Mang theo yêu dấu. Với mộng mơ ngày nào. Đoạn đường hôm ấy. Có bao điều hạnh phúc. Đoạn đường hôm nay. Lạnh giá đôi vòng tay. Ngày đó nơi đây. Yêu thương đã bắt đầu. Và chính nơi đây. Ta đã rời xa nhau. Vẫn một mùa đông. Nhưng hai dòng cảm xúc. Cùng mùa đông đó. Nhưng nước mắt thay cho nụ cười. Trong đêm hiu quạnh. Cơn gió thoáng qua. Mùa đông rét câm. Lạnh run đôi vai gầy. Phía xa mịt mờ. Màn đêm sao hắt hiu. Gợi nhớ những kí ức ngày qua. Cô đơn một mình. Riêng anh với anh. Lời yêu tiếng thương. Em đã mang đi xa rồi. Để anh một mình. Lạnh giá đôi vòng tay. Tìm đâu hơi ấm đã vụt bay. Người đã mang đi. Những giây phút ngọt ngào. Mang theo yêu dấu. Với mộng mơ ngày nào. Đoạn đường hôm ấy. Có bao điều hạnh phúc. Đoạn đường hôm nay. Lạnh giá đôi vòng tay. Ngày đó nơi đây. Yêu thương đã bắt đầu. Và chính nơi đây. Ta đã rời xa nhau. Vẫn một mùa đông. Nhưng hai dòng cảm xúc. Cùng mùa đông đó. Nhưng nước mắt thay cho nụ cười. Người đã mang đi. Những giây phút ngọt ngào. Mang theo yêu dấu. Với mộng mơ ngày nào. Đoạn đường hôm ấy. Có bao điều hạnh phúc. Đoạn đường hôm nay. Lạnh giá đôi vòng tay. Ngày đó nơi đây. Yêu thương đã bắt đầu. Và chính nơi đây. Ta đã rời xa nhau. Vẫn một mùa đông. Nhưng hai dòng cảm xúc. Cùng mùa đông đó. Nhưng nước mắt thay cho nụ cười. Cùng mùa đông đó. Nhưng nước mắt. Thay cho nụ cười
Người Tình Mùa Đông Remix,Đinh Kiến Phong,Bài Hát: Người Tình Mùa Đông Remix. Ca Sĩ: Đinh Kiến Phong. Đường vào tim em. Ôi băng giá. Trời mùa đông. Mây vẫn hay đi về. Vẫn mưa. Mưa rơi trên đường thầm thì. Vì đâu. Mưa em không đến. Đường vào tim em. Mây giăng kín. Bàn chân anh. Trên lối đi không thành. Những đêm. Khuya mưa buồn một mình. Có khi. Cho ta quên cuộc tình. Từng cơn mưa. Hắt hiu bên ngoài song thưa. Lắm khi mưa làm hồn ta. Nhớ mãi ngày qua. Nhớ con phố xưa. Vẫn âm thầm đợi chờ. Nhớ đôi vai ngoan. Em sợ trời mưa gió. Từng ngày ta. Vẫn đưa em về qua phố. Vẫn chim cao trời mưa lũ. Vẫn tiếng buồn xưa. Ôi bàn tay. Ai đã giắt em chiều nay. Đường vào tim em. Bao cơn sóng. Để tình anh. Sắp đến xuân hoa mộng. Trái tim. Em muôn đời lạnh lùng. Hỡi ơi. Trái tim mùa đông. Đường vào tim em. Ôi băng giá. Trời mùa đông. Mây vẫn hay đi về. Vẫn mưa. Mưa rơi trên đường thầm thì. Vì đâu. Mưa em không đến. Đường vào tim em. Mây giăng kín. Bàn chân anh. Trên lối đi không thành. Những đêm. Khuya mưa buồn một mình. Có khi. Cho ta quên cuộc tình. Từng cơn mưa. Hắt hiu bên ngoài song thưa. Lắm khi mưa làm hồn ta. Nhớ mãi ngày qua. Nhớ con phố xưa. Vẫn âm thầm đợi chờ. Nhớ đôi vai ngoan. Em sợ trời mưa gió. Từng ngày ta. Vẫn đưa em về qua phố. Vẫn chim cao trời mưa lũ. Vẫn tiếng buồn xưa. Ôi bàn tay. Ai đã giắt em chiều nay. Đường vào tim em. Bao cơn sóng. Để tình anh. Sắp đến xuân hoa mộng. Trái tim. Em muôn đời lạnh lùng. Hỡi ơi. Trái tim mùa đông
