name,singer,lyric
Mùa Hè Đến Rồi,La Hoàng Phúc,"Mùa hè đến mang theo thời gian. Cánh diều của tuổi thơ hôm nào. Mùa hè ơi, ngập tràn bao mắt ai. Rồi sẽ qua thật nhanh. Thời gian ở bên nhau. Không còn nghe những tiếng vui đùa. Nhưng trong lòng tôi hoài không quên. Tình bạn sẽ mãi mãi bền lâu. Luôn được tươi mới. Để suốt đời ta cùng chung thỏa ước mơ. Mùa hè đến chia tay bạn hỡi. Khi nào gặp gỡ. Hãy nhớ rằng, ta từng là bạn của nhau. Những kỷ niệm. Ngày xưa giữ mãi trong lòng. Thời gian im lặng trôi bạn ơi. Thoáng lặng đi dòng lưu bút vội vàng. Bạn và tôi, rồi thì dần sẽ lớn khôn. Và biết đường đi trải qua nhiều phong ba. Hãy tự tin dù sẽ thế nào. Mãi bên bạn, là tôi đến hết cuộc đời. Tình bạn sẽ mãi mãi bền lâu. Luôn được tươi mới. Để suốt đời ta cùng chung thỏa ước mơ. Mùa hè đến chia tay bạn hỡi. Khi nào gặp gỡ. Hãy nhớ rằng, ta từng là bạn của nhau. Những kỷ niệm. Ngày xưa giữ mãi trong lòng. Tình bạn sẽ mãi mãi bền lâu. Luôn được tươi mới. Để suốt đời ta cùng chung thỏa ước mơ. Mùa hè đến chia tay bạn hỡi. Khi nào gặp gỡ. Hãy nhớ rằng, ta từng là bạn của nhau. Những kỷ niệm. Ngày xưa giữ mãi trong lòng"
Hè Về Mưa Rơi,"Hiền Thục, Quang Vinh","ền Thục ft. Quang Vinh. Hè về mưa rơi rơi. Tý tách mưa rơi. Ve ve ve. Trong khóm lá xanh ngân nga. Bài ca mùa hè. Ve ve ve. Trong khóm lá xanh. Bài ca mùa hè. Hè lại về mưa rơi rơi. Thành con suối nhỏ. Em thả chiếc thuyền. Bằng giấy vui chơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về, mưa rơi rơi. Tý tách mưa rơi,. Chim sơn ca. Trong tiếng véo von ngân nga. Bài ca mùa hè. Chim sơn ca trong tiếng véo von. Bài ca mùa hè. Hè lại về. Mưa rơi rơi tựa như tiếng nhạc. Em khẽ hát. Một bài hát mưa rơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về mưa rơi rơi. Tý tách mưa rơi. Ve ve ve. Trong khóm lá xanh ngân nga. Bài ca mùa hè. Ve ve ve. Trong khóm lá xanh. Bài ca mùa hè. Hè lại về mưa rơi rơi. Thành con suối nhỏ. Em thả chiếc thuyền. Bằng giấy vui chơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về, mưa rơi rơi. Tý tách mưa rơi. Chim sơn ca. Trong tiếng véo von ngân nga. Bài ca mùa hè. Chim sơn ca trong tiếng véo von. Bài ca mùa hè. Hè lại về. Mưa rơi rơi tựa như tiếng nhạc. Em khẽ hát. Một bài hát mưa rơi. Cỏ non mỉm cười. Khi em ướt áo. Hè về có mưa. Mùa hè có mưa. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi. Hè về, mưa rơi rơi. Tý tách mưa rơi"
Mùa Hè Ái Ân,Quỳnh Vi,Môt mùa hè đầy ái ân. Với cơn gió đùa trong nắng. Có em ngồi đây mà say đắm. Cơn mơ nào trên bao lối về. Trời mưa rơi trên tóc mây. Cánh hoa ép vào trang nhật kí. Nhớ bóng ai từ phương tròi xa xăm. Trong 1 khúc ca tuong phung. Hạ buồn như những áng mây. Thiết tha nồng cháy ru mối tình. Còn miên man trên môi người xa vắng. Đâu mùa hoa thuong nhó. Với mối tình ta trên phố xưa. Áo em còn trinh trắng. Ôm ấp bao niềm dau that cay dắng. Đâu mùa hoa thương nhớ. Đâu người yêu năm cũ. Tình ơi hãy. Xóa di vết chân thời gian. Môt mùa hè đầy ái ân. Với cơn gió đùa trong nắng. Có em ngồi đây mà say đắm. Cơn mơ nào trên bao lối về. Trời mưa rơi trên tóc mây. Cánh hoa ép vào trang nhật kí. Nhớ bóng ai từ phương tròi xa xăm. Trong 1 khúc ca tuong phung. Hạ buồn như những áng mây. Thiết tha nồng cháy ru mối tình. Còn miên man trên môi người xa vắng. Đâu mùa hoa thuong nhó. Với mối tình ta trên phố xưa. Áo em còn trinh trắng. Ôm ấp bao niềm dau that cay đắng. Đâu mùa hoa thương nhớ. Đâu người yêu năm cũ. Tình ơi hãy. Xóa đi vết chân thời gian. Đâu mùa hoa thuong nhó. Với mối tình ta trên phố xưa. Áo em còn trinh trắng. Ôm ấp bao niềm dau that cay đắng. Đâu mùa hoa thương nhớ. Đâu người yêu năm cũ. Tình ơi hãy. Xóa đi vết chân thời gian
Lk Thế Rồi Một Mùa Hè & Kỷ Niệm Nào Buồn,Như Quỳnh,"Bài Hát: LK Thế Rồi Một Mùa Hè, Kỷ Niệm Nào Buồn. Ca Sĩ: Như Quỳnh. Thế rồi mùa hè qua từ đấy. Tạm biệt nhau ngày ấy. Thương nhớ trong tim đầy. Nhớ hoài miền thuỳ dương nước xanh. Chiều chiều hai đứa mình. Ngồi nhìn đợt sóng nhô. Biết đâu ngày vui sau chóng tàn. Giã từ nhau muộn màng. Phượng tàn trên hè phố. Nhìn trăng khuya tránh bên mái lầu. Cánh phượng đã nhạt màu. Ép trong lòng tay sầu. Nhớ sao nguôi. Rặng thông đưa tiễn. Chúng mình một lần cuối. Tóc em bay. Chiều theo gió cuốn. Mắt em u buồn. Viết tên anh và tên em. Trên cát biển đùa theo sóng. Phút chia tay. Mình lưu luyến quá. Để ngày mai biết sao. Thế rồi mùa hè qua từ đấy. Trời vào thu dạo ấy. Nghe lá rơi vai gầy. Mỗi chiều nhìn hoàng hôn bước êm. Gợi lòng thương nhớ về. Biển sóng lòng nước xanh. Có ai đang đứng nhìn sóng buồn. Nhớ lại câu tạ từ. Hẹn về thăm lần nữa. Giờ đây xin nhớ nhau cho tròn. Khác vào đáy tâm hồn. Bóng ai một đêm hè. Ngày đôi ta quen nhau tuổi còn thơ. Đi học chung cùng giờ. Nhặt hoa đem cho nhau ghim vào thơ. Đếm đầu tay mà chờ. Thời gian trôi qua mau. Không ngừng đâu. Mỗi mùa hoa phượng đầu. Tiếng ve kêu gọi sầu. Phút chia tay rầu rầu. Tiếc thương riêng mình biết. Hoặc tìm trong mắt nhau. Rồi khi yêu thương đi vào tuổi xanh. đất trời vui chuyện mình. Tình tôi mang tâm tư như tình anh. ước vọng sao mộng thành. Đừng cho nhau tương lai. Mau nhạt phai. Lữ hành trên đường dài. Cánh chim bay miệt mài. Mắt mi vương u hoài. Biết khi cho là mất. ĐƯờng đời ai giống ai. Ai mang nhiều tha thiết. Thêm nhiều luyến tiếc. Mới thấy đậm đà bấy nhiêu. Khi đêm dài gối chiếc. ôm mộng nuối tiếc. Mới thấy lòng càng mến yêu. Thà đừng quen biết lúc ban sơ. Để hồn vương vấn mãi trong mơ. Mong sao duyên kiếp. độ về nơi bến xưa. Như Ngưu Lang Chức Nữ. Vẫn đợi chờ trong gió mưa. Tình yêu như muôn hoa nở ngày đêm. Sắc tỏa hương dịu hiền. Nhờ tay ai nâng niu cho đời hoa. Sắc đẹp hương mặn mà. Dù nguyên do đâu. Duyên không thành đôi. Những buồn vui cuộc đời. Nói sao cho cạn lời. Nhớ thương lâu dần vời. Giấu trong tim chuyện cũ. Gửi vào mây gió trôi. Giấu trong tim chuyện cũ. Gửi vào mây gió trôi"
Cầm Tay Mùa Hè,Thanh Lam,"Cầm Tay Mùa Hè. Ca Sĩ : Thanh Lam. Lặng im. trưa vắng mùa hè. Trời mưa,. mưa chắn. đường về.. Vì đâu. trời kia cứ lại chợt nắng chợt mưa.. Cầm tay. xao xuyến. mùa hè,. Giọt mưa. trên mái rụt rè.. Nhẹ rơi,. Để em thương mãi. Những trưa hè ấy,. Những trưa hè ấy.. Mộng mơ. trưa vắng mùa hè,. Mộng mơ. mưa gió mùa hè.. Cầu mong. trời mưa mãi để ta mãi gần bên nhau.. Để anh. giông bão mùa hè,. Để anh. con sóng mùa hè. Để em. biển xanh trong vắt. những trưa ngời nắng,. Những trưa ngời nắng.. Mộng mơ. trưa vắng mùa hè,. Mộng mơ. mưa gió mùa hè,. Mộng mơ. trên quãng đường về. mộng mơ.. Cầm tay. xao xuyến. mùa hè,. Giọt mưa. trên mái rụt rè.. Nhẹ rơi,. Để em thương mãi. Những trưa hè ấy,. Những trưa hè ấy.. Mộng mơ. trưa vắng mùa hè,. Mộng mơ. mưa gió mùa hè.. Mộng mơ. trên quãng đường về. Mộng mơ. Mộng mơ. Trưa nắng mùa hè. Mộng mơ. mưa gió mùa hè,. Mộng mơ. trên quãng đường về. mộng mơ.. Lặng im. Trời mưa,. Về Đâu. trời kia cứ lại chợt nắng chợt mưa."
Tiếng Ca Mùa Hè,"Bé Khánh Minh, Bé Nguyên Khang",Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Dưới bóng cây xanh ngập tràn. Chào đón những trưa nắng hè. Có chú ve kêu rộn ràng. Ngân vang giữa trời thênh thang. Tiếng chú ve kêu mùa hè. Tựa những khúc ca êm đềm. Khúc hát ru em bên thềm. Đẹp những giấc mơ dịu êm. Em yêu sao tiếng hát chú ve. Giữa bầu trời trong xanh. Em yêu sao những buổi trưa hè. Bạn bè vui vòng quanh. Em mong sao trên lối đi về. Ngày càng nhiều cây xanh. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve. Cho mai sau những buổi trưa hè. Thêm thật nhiều tiếng ve
"Thương Nhau Mùa Hè, Khóc Nhau Mùa Đông",Don Hồ,"Bài Hát: Thương Nhau Mùa Hè, Khóc Nhau Mùa Đông. Ca Sĩ: Don Hồ. Summer kisses winter tears. That was what he gave to me. Never thought that id travel all alone. The trail of memories. Happy hourslonely years. But i guess i can't complain. For i still recall the summer sun. Through all the winter rain. Tình yêu ta ngỡ không đổi thay. Làn môi ấm trao nhau đêm hè. Nhưng đến khi thu tàn. Đông sang buốt giá. Tiếc thay chỉ còn nước mắt. Tình yêu ơi đến chi rồi đi. Lời ân ái trao nhau hôm nào. Sao nỡ quên đi. Tình xưa bao thắm thiết. Để riêng ta mang sầu đau. Ngày ta yêu nhau. Sao sáng lấp lánh. Ánh trăng sao lối mòn. Mà sao hôm nay đây. ánh trăng thôi sáng soi. Ngàn vì sao úa rơi. Giờ đây ta mới hay tình yêu. Tựa như cánh chim bay xa vời. Trong bóng đêm ta nhìn. Sao rơi ước thấy. Cánh chim kia quay về đây. Summer kisses winter tears. That was what he gave to me. Never thought that id travel all alone. The trail of memories. Summer kisses winter tears. Like the stars they fade away. Leaving me to spend my lonely nights. With dreams of yesterday. Ngày ta yêu nhau. Sao sáng lấp lánh. Ánh trăng sao lối mòn. Mà sao hôm nay đây. ánh trăng thôi sáng soi. Ngàn vì sao úa rơi. Giờ đây ta mới hay tình yêu. Tựa như cánh chim bay xa vời. Trong bóng đêm ta nhìn. Sao rơi ước thấy. Cánh chim kia quay về đây. Summer kisses"
Mùa Hè Xanh (Remix),Nguyên Vũ,"Bài Hát: Mùa Hè Xanh (Remix). Trình Bày: Nguyên Vũ. Từng đàn chim tung bay. Trên những nhịp cầu tre.. Mùa hè xanh xôn xao. Nâng bước chân ta về.. Từ làng quê tiếng ve. Như gọi mời say mê.. Ngoài bờ đê có. Con trâu già nằm ngủ mê.. Mùa hè xanh long lanh. Trong mắt trẻ thơ.. Trường làng vui cho em. Trang sách mới i tờ.. Từ đồng sâu có hay không. Những giọt mồ hôi rơi.. Để màu xanh vút lên. Từ ruộng đồng ngát hương.. Mùa hè xanh, mùa hè xanh. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Từng đàn chim tung bay. Trên những nhịp cầu tre.. Mùa hè xanh xôn xao. Nâng bước chân ta về.. Từ làng quê tiếng ve. Như gọi mời say mê.. Ngoài bờ đê có. Con trâu già nằm ngủ mê.. Mùa hè xanh long lanh. Trong mắt trẻ thơ.. Trường làng vui cho em. Trang sách mới i tờ.. Từ đồng sâu có hay không. Những giọt mồ hôi rơi.. Để màu xanh vút lên. Từ ruộng đồng ngát hương.. Mùa hè xanh, mùa hè xanh. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa.. Bao yêu thương. ơi mùa hè xanh vấn vương. đi muôn phương. Lưu luyến tình quê hương.. Trong tim ta. ơi mùa hè xanh thiết tha.. Vang câu ca. Trên những chặng đường xa."
Bóng Dáng Mùa Hè,"Lê Hiếu, Trần Thu Hà",Đi qua bao phố buồn. Bước chân qua bao nẻo đường. Con tim như gõ nhịp. Những âm vang nghe rất buồn. Mùa hè trên cao. Nhịp đời xôn xao. Trưa nay mưa bỗng về. Đám mây đưa mưa ghé về. Từng giọt buồn rơi nhẹ. Rất buồn từng giọt rơi nhẹ. Giọt mưa ấm áp. (Giọt mưa ấm áp). Mùa hè gió mát. Làm sao soi. Bóng dáng mùa hè. Sáng trong mắt em. Ngoài kia cỏ hoa rất đẹp. Nắng rất hiền. (Nắng rất hiền). Mưa rất nhẹ. (Mưa rất nhẹ). Rơi mái hiên. Rồi giang tay. Đón hết đêm hè. Sáng trong mắt em. Vì sao long lanh rất đẹp. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Đi qua bao phố buồn. Bước chân qua bao nẻo đường. Con tim như gõ nhịp. Những âm vang nghe rất buồn. Mùa hè trên cao. Nhịp đời xôn xao. Trưa nay mưa bỗng về. Đám mây đưa mưa ghé về. Từng giọt buồn rơi nhẹ. Rất buồn từng giọt rơi nhẹ. Giọt mưa ấm áp. (Giọt mưa ấm áp). Mùa hè gió mát. Làm sao soi. Bóng dáng mùa hè. Sáng trong mắt em. Ngoài kia cỏ hoa rất đẹp. Nắng rất hiền. (Nắng rất hiền). Mưa rất nhẹ. (Mưa rất nhẹ). Rơi mái hiên. Rồi giang tay. Đón hết đêm hè. Sáng trong mắt em. Vì sao long lanh rất đẹp. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Làm sao soi. Bóng dáng mùa hè. Sáng trong mắt em. Ngoài kia cỏ hoa rất đẹp. Nắng rất hiền. (Nắng rất hiền). Mưa rất nhẹ. (Mưa rất nhẹ). Rơi mái hiên. Rồi giang tay. Đón hết đêm hè. Sáng trong mắt em. Vì sao long lanh rất đẹp. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha. Đêm đã về. (Đêm đã về). Em đã về. Cho tình anh thiết tha
Xôn Xao Mùa Hè,Nguyễn Hải Phong,Gió nóng tràn về. Làm xôn xao mùa hè. Nắng đến ngập tràn. Ve gọi bầy hát vang. Những lúc muộn màng. Làm con tim bàng hoàng. Vuốt nắng mùa hè. Mong chờ ai đến mau. Đứng giữa mùa hè. Lời ve kêu rộn ràng. Nhớ đến tìm về. Sân trường đầy lá me. Hát khúc mùa hè. Ngày chia tay thật rồi. Giữ lấy mùa hè. Tay cầm tay với nhau. Một cành phượng thắm trao nhau. Giữ cho tình yêu ban đầu. Nếu mai rời xa sân trường. Xin đừng lãng quên. Mùa hè đang đến ve như. Nhắc ta luôn nhớ kỷ niệm. Khi ta xa nhau. Ve kêu ve kêu. Xôn xao xôn xao. Nhớ mãi mùa hè. Dù nơi phương trời nao. Hát khúc mùa hè. Hoa phượng hồng ước mơ. Giấu kín chuyện tình. Ngày đôi ta cùng trường. Nhớ lắm ai ơi. Khi mùa hè đến chơi. Gió nóng tràn về. Làm xôn xao mùa hè. Nắng đến ngập tràn. Ve gọi bầy hát vang. Những lúc muộn màng. Làm con tim bàng hoàng. Vuốt nắng mùa hè. Mong chờ ai đến mau. Đứng giữa mùa hè. Lời ve kêu rộn ràng. Nhớ đến tìm về. Sân trường đầy lá me. Hát khúc mùa hè. Ngày chia tay thật rồi. Giữ lấy mùa hè. Tay cầm tay với nhau. Một cành phượng thắm trao nhau. Giữ cho tình yêu ban đầu. Nếu mai rời xa sân trường. Xin đừng lãng quên. Mùa hè đang đến ve như. Nhắc ta luôn nhớ kỷ niệm. Khi ta xa nhau. Ve kêu ve kêu. Xôn xao xôn xao. Nhớ mãi mùa hè. Dù nơi phương trời nao. Hát khúc mùa hè. Hoa phượng hồng ước mơ. Giấu kín chuyện tình. Ngày đôi ta cùng trường. Nhớ lắm ai ơi. Khi mùa hè đến chơi. Xôn xao hè về. Ve kêu hè về. Giữ lấy mùa hè. Mùa hè xôn xao. Xôn xao hè về. Ve kêu hè về. Giữ lấy mùa hè. Mùa hè xôn xao
Mùa Hè Nhiệt Đới,Mây Trắng,Hè đã về. Mùa ta say mê. Có tiếng gió. Vờn trên lưng đồi. Hè đã về. Mùa phượng đơm hoa. Mùa ve cất tiếng gọi bầy. Lòng rộn ràng. Ngập tràn hân hoan. Đón nắng mới. Để quên u sầu. Những ngày hè. Đừng trôi qua mau. Để ta rong chơi từng giây phút. Mùa hè nhiệt đới nắng ấm. Gió lay bờ vai xinh xinh. Có tiếng sóng. Vuốt ve đôi chân mỹ miều. Hè mang theo. Nhiều niềm vui. Căng tràn sức sống. Mùa hè nhiệt đới ấm áp. Gió đưa thuyền ta ra khơi. Bỗng ước muốn. Hoá ra cơn mưa giữa trời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời. Hè đã về. Mùa ta say mê. Có tiếng gió. Vờn trên lưng đồi. Hè đã về. Mùa phượng đơm hoa. Mùa ve cất tiếng gọi bầy. Lòng rộn ràng. Ngập tràn hân hoan. Đón nắng mới. Để quên u sầu. Những ngày hè. Đừng trôi qua mau. Để ta rong chơi từng giây phút. Mùa hè nhiệt đới nắng ấm. Gió lay bờ vai xinh xinh. Có tiếng sóng. Vuốt ve đôi chân mỹ miều. Hè mang theo. Nhiều niềm vui. Căng tràn sức sống. Mùa hè nhiệt đới ấm áp. Gió đưa thuyền ta ra khơi. Bỗng ước muốn. Hoá ra cơn mưa giữa trời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời. Nắng đem hạnh phúc. Cho ngày thêm rạng ngời. Gió nâng lời hát. Cho bài ca sức sống. Phút giây hạnh phúc. Sẽ còn mãi êm đềm. Ôi ta hân hoan. Ôi ta thêm yêu. Vào cuộc sống. Mùa hè nhiệt đới nắng ấm. Gió lay bờ vai xinh xinh. Có tiếng sóng. Vuốt ve đôi chân mỹ miều. Hè mang theo. Nhiều niềm vui. Căng tràn sức sống. Mùa hè nhiệt đới ấm áp. Gió đưa thuyền ta ra khơi. Bỗng ước muốn. Hoá ra cơn mưa giữa trời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời. Mùa hè ơi. Ngày vui ơi. Ta bỗng thêm yêu cuộc đời
Mùa Hè Thương Yêu,Triệu Hoàng,Ngày tháng trôi qua mau. Cho lòng thêm nuối tiếc. Một thời mộng mơ đã qua. Còn đâu nữa bóng dáng dịu dàng. Tà áo trắng thướt tha sân trường. Sẽ không còn những khi bâng khuâng. Nghe hè về trống vắng. Phượng buồn ngập tràn lối đi. Giọt nước mắt rớt khẽ bờ mi. Làn môi thắm chứa chan nỗi niềm. Luyến lưu ngày cách xa. Từng chiều qua đây. Ngập ngừng vu vơ. Chìm vào trong nỗi nhớ. Nhớ rồi quên bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ôi sao!. Đến vội vàng chia tay nhé bạn thân. Và từ biệt mái trường. Ngày tháng trôi qua mau. Cho lòng thêm nuối tiếc. Một thời mộng mơ đã qua. Còn đâu nữa bóng dáng dịu dàng. Tà áo trắng thướt tha sân trường. Sẽ không còn những khi bâng khuâng. Nghe hè về trống vắng. Phượng buồn ngập tràn lối đi. Giọt nước mắt rớt khẽ bờ mi. Làn môi thắm chứa chan nỗi niềm. Luyến lưu ngày cách xa. Từng chiều qua đây. Ngập ngừng vu vơ. Chìm vào trong nỗi nhớ. Nhớ rồi quên bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ôi sao!. Đến vội vàng chia tay nhé bạn thân. Và từ biệt mái trường. Nhớ rồi quên. Bao năm tháng dịu êm. Giờ chỉ là dĩ vãng. Mùa hè ôi sao!. Đến vội vàng. Chia tay nhé bạn thân. Và từ biệt mái trường
Máy Điều Hòa Mùa Hè,Wanbi Tuấn Anh,"Em đã nói tiếng yêu anh nhiều. Bóng dáng thiết tha quá yêu kiều. Để lòng này nhớ mỗi chiều oh... Em hay cứ trách anh hững hờ. Có biết những khi thấy em buồn. Thì lòng này như lại muốn đến bên em.. Và tình yêu đến trong ngày nắng. Chia cùng em những nỗi vui buồn kia. Là cơn gió mát giữa hè vắng. Bay cùng em đến những chân trời xa.. Cho đôi ta luôn bên nhau không chia rời. Cho đôi ta luôn yêu nhau trong gió mát. Để tình mình đẹp tuyệt vời. Như hè nắng chiếu lung linh.. Ta bên nhau quên lo âu quên u sầu. Ta bên nhau vui rong chơi. Như hè nắng. Ngày lại ngày cùng nụ cười. Cho dù mai có đông sang. vẫn thật vui. Oh hay mùa hè lại qua đây. Đường phố vắng lặng từ hôm nay. Và cái nắng oi bức từ trên cành cây.. Cứ mỗi sớm thức dậy. Sau một giấc ngủ say. Là biết chắc sẽ nhớ em một ngày.. Mỗi lúc như vậy em đâu có hay ha.... Anh mong mùa hè này chóng qua,. Ôi mùa hè này nóng quá,. Sao lại cách xa àh.... Có lẽ anh đây rất giỏi. Có lẽ anh đây có quá hào hoa. Nhưng có lẽ trong con tim anh lúc này. Em...vẫn như là cái máy điều hoà!. Em đã nói tiếng yêu anh nhiều. Bóng dáng thiết tha quá yêu kiều. Để lòng này nhớ mỗi chiều oh... Em hay cứ trách anh hững hờ. Có biết những khi thấy em buồn. Thì lòng này như lại muốn đến bên em.. Và tình yêu đến trong ngày nắng. Chia cùng em những nỗi vui buồn kia. Là cơn gió mát giữa hè vắng. Bay cùng em đến những chân trời xa.. Cho đôi ta luôn bên nhau không chia rời. Cho đôi ta luôn yêu nhau trong gió mát. Để tình mình đẹp tuyệt vời. Như hè nắng chiếu lung linh.. Ta bên nhau quên lo âu quên u sầu. Ta bên nhau vui rong chơi. Như hè nắng. Ngày lại ngày cùng nụ cười. Cho dù mai có đông sang. Vẫn thật vui. Cho đôi ta luôn bên nhau không chia rời. Cho đôi ta luôn yêu nhau trong gió mát. Để tình mình đẹp tuyệt vời. Như hè nắng chiếu lung linh.. Ta bên nhau quên lo âu quên u sầu. Ta bên nhau vui rong chơi. Như hè nắng. Ngày lại ngày cùng nụ cười. Cho dù mai có đông sang. Vẫn thật vui. Oh hay mùa hè lại qua đây. Đường phố vắng lặng từ hôm nay. Và cái nắng oi bức từ trên cành cây.. Cứ mỗi sớm thức dậy. Sau một giấc ngủ say. Là biết chắc sẽ nhớ em một ngày.. Mỗi lúc như vậy em đâu có hay ha.... Anh mong mùa hè này chóng qua,. Ôi mùa hè này nóng quá,. Sao lại cách xa àh.... Có lẽ anh đây rất giỏi. Có lẽ anh đây có quá hào hoa. Nhưng có lẽ trong con tim anh lúc này. Em...vẫn như là cái máy điều hoà!"
